root_hair	non-hair_epidermis	QC	Stele	xylem_pole_pericycle	lateral_root_cap	Lateral_root	phloem_pole_pericycle	protophloem	developing_xylem	endodermis	companion_cells	Stele
AT1G68140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G12830	0	1	1	1	1	1	1	1	1	0	1	1	1
AT3G45740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G12320	0	0	0	0	0	0	0	1	0	0	0	1	0
AT5G63590	0	0	1	1	1	0	1	1	0	0	1	1	1
AT3G19920	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75290	0	0	0	0	1	0	0	1	1	0	0	0	0
AT3G52890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G34010	1	1	1	1	1	1	1	0	1	1	1	1	1
AT4G16210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26560	0	0	1	0	1	0	0	0	0	0	1	0	1
AT1G78420	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G42800	0	1	1	1	1	1	0	0	1	0	0	0	1
AT3G59980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G22140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G44890;AT3G26530;AT1G21020;AT2G29240;AT1G08740	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G01420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37090	0	0	0	1	0	0	0	1	1	1	0	1	1
AT3G48760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02555	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G49790	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G23620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G29230	0	0	0	1	0	0	0	0	1	1	0	0	1
AT5G52690	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G65800;AT1G65790	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G18010	0	0	0	1	0	0	1	1	1	0	0	1	1
AT5G22910	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G15660	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G22400	0	0	1	0	1	0	0	1	1	0	1	1	1
AT5G26870	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30260	0	0	0	0	0	0	0	0	0	0	0	1	1
AT5G55820	0	0	0	0	0	0	0	0	1	1	0	0	0
AT4G36380	1	0	1	1	1	1	1	1	1	1	1	1	1
AT1G63170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07690	1	1	1	0	1	1	1	1	1	1	1	1	1
AT3G14950	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G18680	0	1	1	1	0	0	0	0	0	1	0	1	0
AT3G11500	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10370	0	0	1	1	1	0	1	1	0	0	1	1	1
AT3G43790	0	0	1	1	1	0	0	1	1	0	0	1	1
AT5G06980	0	1	1	1	0	1	1	0	0	0	0	0	1
AT1G17460	0	0	1	1	1	1	1	0	1	0	1	0	1
AT3G58330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44920	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66610	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55910	0	0	0	1	0	0	0	0	1	1	0	0	0
AT3G51560	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G17970	0	0	1	1	1	1	0	0	0	0	1	0	1
AT3G25740	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G27280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G05590	1	1	1	0	0	1	0	0	1	0	0	1	1
AT3G47430	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43590	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G50110	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G54580	1	0	0	0	0	1	0	0	0	0	0	0	1
AT1G28250	1	1	1	1	0	1	1	0	1	1	1	1	1
AT1G21160	0	1	0	0	0	0	0	1	0	0	0	0	0
AT1G06560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G58420	0	0	1	1	1	1	1	0	0	0	1	0	1
AT1G54070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02140	0	0	0	0	0	0	1	0	0	0	0	1	0
AT3G05850	0	1	1	0	1	1	1	0	0	0	1	0	1
AT3G20450	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G57710	0	0	1	0	0	0	1	0	0	0	0	0	0
AT4G39400	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G53360	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G53870	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61640	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G34180	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G64350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G16840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G27540	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G12490	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G02910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02400	0	0	0	1	0	0	0	0	0	1	0	0	0
AT3G55750;AT1G41880	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G38070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G35820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G46810	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G19510	0	0	0	0	0	0	1	1	0	0	0	0	0
AT3G42460	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G42970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G53450	0	0	1	1	0	1	0	0	0	1	0	0	0
AT1G05940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G16640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G18180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75140	1	1	1	1	1	1	1	1	1	1	1	0	1
AT3G23790	0	1	1	0	0	0	1	1	0	0	0	0	0
AT1G23280	0	1	1	1	1	1	1	1	0	1	1	1	1
AT1G27630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G66150	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G52740	1	1	1	0	1	1	1	1	1	1	1	1	1
AT5G63440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G15930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G67690	0	1	1	1	1	1	1	0	1	1	1	0	1
AT3G59830	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64355	0	0	1	1	1	1	1	1	1	0	1	1	1
AT1G26410	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G26920	0	0	0	0	0	0	0	0	0	1	0	0	1
AT3G22570	1	1	0	0	0	0	1	0	0	0	0	1	1
AT1G48100	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G48610	0	1	1	1	1	1	1	1	1	1	1	0	1
AT1G33560	1	1	1	0	0	1	1	1	0	0	1	1	0
AT1G03390	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G44260	0	1	1	1	1	1	1	1	0	0	1	1	1
AT5G47900	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G12140;AT4G12150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G07740	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30110	1	1	1	1	0	1	1	0	0	0	1	1	1
AT5G26720	1	0	0	1	0	0	0	1	1	1	0	1	1
AT5G28160;AT5G28180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11670	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G63020	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G15510	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G36230	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G69490	0	0	1	1	1	1	1	0	1	0	1	0	1
AT5G10960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17050	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G62310	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66780	0	1	0	0	0	0	0	0	1	0	0	0	1
AT3G14800	0	0	1	1	1	0	1	1	1	1	0	1	1
AT1G70170	1	0	1	1	0	1	1	0	0	0	1	0	1
AT1G22660	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G29750	0	1	1	1	1	1	0	1	1	1	1	0	1
AT1G14180	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G44350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G77260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G21950	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G06830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G25330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G10580;AT1G42605	1	1	1	1	0	1	0	0	1	0	1	1	1
AT1G43130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G18530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17310	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13470	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55255	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G17820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G07745	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G06150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51410	1	1	0	1	0	1	0	0	0	0	1	0	1
AT1G50280	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G39570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G43900	0	1	0	0	0	1	1	1	0	0	0	0	0
AT1G24460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G79060	0	1	1	0	0	1	0	0	1	0	0	0	0
AT3G57880	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G43440	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G05440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G32230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G27130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G54430	0	0	0	0	1	0	1	1	0	0	0	1	0
AT3G50080	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G64940	1	0	1	1	1	1	1	1	0	1	1	1	1
AT1G28100	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G20300	1	1	1	0	0	1	0	1	1	0	1	1	1
AT1G13560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G46980	1	1	1	1	0	1	1	1	1	1	1	1	1
AT3G53210	1	1	1	0	0	1	1	0	1	0	1	1	1
AT1G52080	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G61070	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G01860	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G19680	1	0	0	0	0	0	1	1	1	0	0	1	1
AT1G68160	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G12850	0	0	0	1	1	0	0	0	0	0	0	0	1
AT1G64200	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G60360	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G34030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G19940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G30190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G16230	1	1	0	1	0	1	0	0	0	0	0	0	1
AT5G42820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78440	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G08210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74090	0	0	1	1	1	1	1	1	1	1	1	1	1
AT1G12390;AT1G12340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42310	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G22160	0	0	0	1	1	0	1	1	1	0	0	1	1
AT5G49910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G01440	0	1	1	0	0	1	1	1	0	1	0	1	1
AT5G41600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G53300	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G06839	1	0	1	1	0	1	0	0	1	0	1	0	1
AT1G35770;AT2G06860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G56550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G29250	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G23640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G26890	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22420	0	0	1	1	1	1	0	0	1	0	0	1	0
AT4G18030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G55840	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G67540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G62480	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G62990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G44110	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G73470	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G11520	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G17480	0	0	0	1	0	0	1	0	0	0	0	0	0
AT3G58350	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G51580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55380;AT1G55420	1	0	0	1	0	1	1	1	0	0	1	0	1
AT1G70670;AT1G70680	0	0	1	1	1	0	1	1	1	1	1	1	1
AT1G69340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55930	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G66630	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G10810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G77110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22425	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G01770;AT4G01750	1	1	0	0	0	1	0	0	0	0	0	1	0
AT3G21800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13060	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G14030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G47450	0	0	1	1	1	0	0	0	0	0	0	0	0
AT1G54090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G02620	0	0	0	1	1	1	0	0	0	0	1	0	1
AT3G13320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G46740	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G58440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G28270	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20470	0	1	0	0	0	0	1	0	0	0	0	0	0
AT1G24310	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G02160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G39420	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G53380	0	0	0	0	0	0	1	0	1	1	0	0	0
AT5G53890	0	1	1	1	0	1	1	1	1	1	0	1	0
AT1G47655	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G06000	1	1	0	1	1	1	1	1	0	1	0	0	0
AT5G61660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G27560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64370	0	0	0	1	0	0	0	1	1	0	0	1	0
AT5G35840	1	1	0	1	1	1	1	1	1	1	1	1	1
AT3G02420	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07850;AT3G14040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G38090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08380	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G13410	0	1	0	0	0	0	0	0	0	1	0	0	1
AT3G42480	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G19530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G46830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G42990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G36756	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G38290;AT2G40710;AT4G37680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G12700	1	0	1	0	0	1	1	0	0	0	1	0	1
AT1G68010	0	0	0	0	0	0	0	1	0	0	0	0	0
AT3G60210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G05960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G45610	0	0	0	0	0	0	0	0	1	0	0	1	0
AT1G56600	0	0	0	0	0	0	1	1	0	0	0	1	0
AT1G27650	0	1	1	1	1	1	1	1	0	1	1	1	1
AT1G66170	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G06005	0	0	0	0	0	0	0	0	0	1	1	0	0
AT1G75160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35420	0	0	0	0	0	0	0	1	0	0	0	0	0
AT3G59850	1	1	0	0	0	1	0	0	0	0	1	0	1
AT3G26940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22590	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G22010	1	1	1	1	1	1	1	1	0	1	1	1	1
AT3G44280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G33580	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G48120	0	0	0	1	0	1	0	0	0	0	0	0	1
AT3G01800	0	1	1	1	1	1	1	1	0	1	1	1	1
AT5G52560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56400	1	1	0	1	1	1	1	1	1	0	1	1	1
AT5G47920	0	0	0	1	0	0	0	1	1	0	0	1	1
AT4G29100	0	0	1	1	1	0	1	1	1	0	1	1	1
AT1G49660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55270	1	1	1	1	1	1	1	1	0	1	1	1	1
AT5G56910	1	1	1	1	1	1	1	1	1	1	0	1	1
AT1G63040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G62620;AT1G63370	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11690	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G26740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G30130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G36250	0	1	1	1	1	1	1	0	0	0	1	1	1
AT1G04310	0	1	1	0	0	1	1	1	1	1	0	1	1
AT2G17070	1	1	1	1	0	1	0	0	0	1	1	1	1
AT3G62330	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62840	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G14820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70190	1	1	1	1	1	1	1	0	0	1	1	1	1
AT5G10980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G21970	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73320	0	1	1	1	1	1	1	0	1	1	1	1	1
AT1G77280	1	0	0	0	0	1	1	0	1	0	0	0	0
AT1G29770	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G25350	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G10240	1	0	1	1	1	1	1	1	1	1	1	1	1
AT3G43660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G18550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06850	0	0	0	1	0	0	0	1	1	0	0	1	1
AT1G05660;AT1G05650	1	1	0	0	0	1	0	0	0	0	1	1	1
AT3G58200	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13490	1	1	1	1	1	1	1	1	0	1	1	1	1
AT3G17840	0	1	1	1	1	1	1	0	1	1	1	0	1
AT5G51940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G06170	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51430	1	1	1	1	1	1	1	1	0	0	1	1	1
AT1G17330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02790	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G39590	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G30135	0	1	1	0	0	1	1	1	0	0	1	0	1
AT3G25610	1	1	1	0	1	1	1	1	0	0	1	1	1
AT1G79080	1	1	1	1	0	1	1	0	0	1	0	1	1
AT5G24900	0	0	1	1	1	1	0	0	0	0	1	0	1
AT5G43460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G36600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G05460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G32250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06430	0	0	0	1	0	0	1	1	0	0	0	0	0
AT3G02590	0	1	1	1	0	1	0	0	0	0	1	0	1
AT4G27150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G64960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G53230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G05720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G01880	0	0	0	0	0	0	1	0	1	0	0	0	0
AT5G53740	0	1	1	1	1	1	0	0	1	0	1	0	1
AT1G13580	1	1	1	0	1	1	1	1	0	0	1	1	1
AT3G20320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G02010	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G12870	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G27410	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16710	1	1	1	1	1	1	1	1	0	1	1	0	1
AT1G64220	0	1	0	0	0	0	0	0	0	0	0	0	1
AT3G45780	0	0	1	1	1	0	1	1	1	1	1	1	1
AT1G12360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G61510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G09100	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08230	0	0	0	1	0	0	1	1	1	0	0	0	0
AT3G19960	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G16250	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G42840	1	1	0	0	0	1	0	0	0	0	0	0	0
AT1G78460	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G48290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01460	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G49930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41620	0	0	0	1	1	0	1	1	1	1	0	1	0
AT3G29720;AT3G29680	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G05810	1	1	0	1	1	1	1	1	1	1	1	1	1
AT4G29270	1	1	1	1	1	1	1	1	0	0	1	1	1
AT3G01970	0	0	0	0	0	0	0	1	1	0	0	0	0
AT1G53320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G52610	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G63310	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G18050	0	0	0	0	0	0	0	1	1	1	0	1	1
AT1G75010	0	0	0	1	1	0	1	0	0	1	0	0	0
AT5G15800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G68185	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G22440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G22950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04480	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G59700	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55860	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G67560	1	1	1	1	1	1	1	1	0	0	1	1	1
AT2G38380;AT2G38390	0	0	1	1	1	0	1	0	1	0	1	1	0
AT1G33430	0	0	1	1	0	0	0	0	0	0	0	0	0
AT3G03770	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G52410	0	0	0	0	0	0	1	1	1	0	0	0	0
AT1G73490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G49510	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55120	1	0	1	1	0	1	0	0	1	0	1	0	1
AT5G50610;AT5G50710	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G07610	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G03260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G04900	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G63400	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G11540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G53325	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G47670	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G70040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G10830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G25780	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G77130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G13080	0	1	0	1	0	0	0	0	0	0	0	0	0
AT3G43510	0	1	1	1	0	1	1	1	1	1	1	1	1
AT3G28910	0	1	0	0	0	1	1	1	0	0	0	0	1
AT3G47470	0	1	1	0	1	1	1	1	1	1	1	1	1
AT1G18400	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G43000	0	0	0	1	1	0	0	0	1	0	1	0	1
AT4G25200	0	0	1	0	1	0	0	1	0	0	1	1	1
AT5G06700	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G18220;AT4G18210	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28290	1	1	1	1	1	1	1	1	1	1	1	1	1
